#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PSMB9	TAP2	9606.ENSP00000363993	9606.ENSP00000364032	0	0.054	0	0	0.557	0.230	0	0.858	0.948
PSMB9	PSME1	9606.ENSP00000363993	9606.ENSP00000372155	0	0	0	0	0.662	0.855	0	0.884	0.993
PSME1	PSME2	9606.ENSP00000372155	9606.ENSP00000216802	0	0	0.085	0.908	0.913	0.989	0.900	0.984	0.999
PSME1	TAP1	9606.ENSP00000372155	9606.ENSP00000346206	0	0	0	0	0.402	0	0	0.110	0.445
PSME1	STAT1	9606.ENSP00000372155	9606.ENSP00000354394	0	0	0	0	0.449	0	0	0.270	0.581
PSME1	TAPBP	9606.ENSP00000372155	9606.ENSP00000404833	0	0	0	0	0.202	0	0	0.588	0.657
PSME2	TAP2	9606.ENSP00000216802	9606.ENSP00000364032	0	0	0	0	0.295	0	0	0.230	0.434
PSME2	WARS1	9606.ENSP00000216802	9606.ENSP00000347495	0	0	0	0	0.254	0	0	0.286	0.444
PSME2	TAPBP	9606.ENSP00000216802	9606.ENSP00000404833	0	0	0	0	0.172	0	0	0.518	0.584
PSME2	TAP1	9606.ENSP00000216802	9606.ENSP00000346206	0	0	0	0	0.476	0	0	0.242	0.586
PSME2	STAT1	9606.ENSP00000216802	9606.ENSP00000354394	0	0	0	0	0.596	0	0	0.323	0.714
PTK2	STAT1	9606.ENSP00000341189	9606.ENSP00000354394	0	0	0	0	0.087	0.775	0	0.328	0.850
PTK2	RHOA	9606.ENSP00000341189	9606.ENSP00000400175	0	0	0	0	0.086	0	0.900	0.830	0.983
PYGB	S100B	9606.ENSP00000216962	9606.ENSP00000291700	0	0	0	0	0	0	0	0.482	0.482
RAB10	RABGGTA	9606.ENSP00000264710	9606.ENSP00000382341	0	0	0	0	0.044	0	0.500	0.199	0.584
RAB10	RAB8A	9606.ENSP00000264710	9606.ENSP00000300935	0	0	0.057	0.967	0.143	0.620	0.500	0.071	0.831
RAB8A	TBC1D17	9606.ENSP00000300935	9606.ENSP00000221543	0	0	0	0	0	0.307	0.500	0.406	0.776
RAB8A	RAC2	9606.ENSP00000300935	9606.ENSP00000249071	0	0	0	0.726	0.095	0.209	0	0.252	0.418
RAB8A	RABGGTA	9606.ENSP00000300935	9606.ENSP00000382341	0	0	0	0	0.056	0.292	0.500	0.317	0.741
RAC2	RHOA	9606.ENSP00000249071	9606.ENSP00000400175	0	0	0.062	0.945	0.159	0.295	0.900	0.091	0.940
RBM42	SNRPD2	9606.ENSP00000262633	9606.ENSP00000342374	0	0	0	0	0.116	0.825	0.540	0	0.923
SAE1	SP100	9606.ENSP00000270225	9606.ENSP00000343023	0	0	0	0	0.054	0	0	0.624	0.629
SP100	STAT1	9606.ENSP00000343023	9606.ENSP00000354394	0	0	0	0	0.315	0	0.500	0.329	0.750
STAT1	ZC3HAV1	9606.ENSP00000354394	9606.ENSP00000242351	0	0	0	0	0.212	0	0	0.307	0.430
STAT1	TAP1	9606.ENSP00000354394	9606.ENSP00000346206	0	0	0	0	0.791	0	0	0.224	0.831
STAT1	WARS1	9606.ENSP00000354394	9606.ENSP00000347495	0	0	0	0	0.454	0	0	0.323	0.615
STAT1	TAPBP	9606.ENSP00000354394	9606.ENSP00000404833	0	0	0	0	0.288	0	0	0.396	0.551
STAT1	TAP2	9606.ENSP00000354394	9606.ENSP00000364032	0	0	0	0	0.557	0	0	0.092	0.581
TAP1	WARS1	9606.ENSP00000346206	9606.ENSP00000347495	0.044	0	0	0	0.358	0	0	0.116	0.410
TAP1	TAPBP	9606.ENSP00000346206	9606.ENSP00000404833	0	0	0	0	0.297	0.826	0.900	0.640	0.995
TAP1	TAP2	9606.ENSP00000346206	9606.ENSP00000364032	0	0	0.112	0.853	0.780	0.986	0.900	0.986	0.999
TAP2	TAPBP	9606.ENSP00000364032	9606.ENSP00000404833	0	0	0	0	0.346	0.639	0.900	0.597	0.989
